sag	metagenome	Percent_scaffolds_with_any_coverage	Percent_of_reference_bases_covered	Average_coverage	total_reads_recruited	total_bp_recruited	mg_wgs_technology	mg_read_count	mg_bp_count	sag_completeness	sag_total_bp	sag_size_mbp	MG_reads_per_SAG_mbp	MG_bp_per_SAG_mpb	prop_total_MG_reads_recruited_per_SAG_mbp	prop_total_MG_bp_recruited_per_SAG_mbp
AG-538-L21	TARA_112_dcm155	100	0.388392074	0.010197309	45	7071	illumina	166203379	27843604685	83.28	2807114	2.807114	16.03069915	2518.957192	9.65E-08	9.05E-08
AG-538-L21	TARA_112_meso696	100	88.28255595	4.045752987	67045	11265923	illumina	78872644	13436760795	83.28	2807114	2.807114	23883.96054	4013347.16	0.000302817	0.000298684
AG-538-L21	TARA_112_sur5	100	0.649037495	0.022303275	6	896	illumina	176654942	28914336851	83.28	2807114	2.807114	2.137426553	319.1890319	1.21E-08	1.10E-08
AG-538-L21	TARA_122_dcm115	100	0.177501695	0.003010043	8	1283	illumina	120646849	20609375649	83.28	2807114	2.807114	2.84990207	457.0530445	2.36E-08	2.22E-08
AG-538-L21	TARA_122_meso600a	100	75.05670238	1.841997734	29983	5097554	illumina	36981575	6358511239	83.28	2807114	2.807114	10681.07672	1815941.212	0.000288822	0.000285592
AG-538-L21	TARA_122_meso600b	100	75.41575815	1.879544784	30649	5209284	illumina	37639227	6469731487	83.28	2807114	2.807114	10918.33107	1855743.657	0.000290079	0.000286835
AG-538-L21	TARA_122_sur5	100	0.329759214	0.003287256	2	317	illumina	128494301	21643581950	83.28	2807114	2.807114	0.712475518	112.9273695	5.54E-09	5.22E-09
AG-538-L21	TARA_123_eml150	100	1.179442311	0.279220882	636	89479	illumina	43387655	7166771202	83.28	2807114	2.807114	226.5672146	31875.79842	5.22E-06	4.45E-06
AG-538-L21	TARA_123_sur5	100	0.436391729	0.014262109	7	1071	illumina	103616193	17840247397	83.28	2807114	2.807114	2.493664311	381.5306397	2.41E-08	2.14E-08
AG-538-L21	TARA_124_eml120_a	100	0.540249075	0.059790756	87	12332	illumina	24335804	3937540501	83.28	2807114	2.807114	30.99268501	4393.124041	1.27E-06	1.12E-06
AG-538-L21	TARA_124_eml120_b	100	0.558364367	0.067223982	156	21995	illumina	45076922	7293133964	83.28	2807114	2.807114	55.57309037	7835.449504	1.23E-06	1.07E-06
AG-538-L21	TARA_124_sur5_a	100	0.384906302	0.014734865	11	1709	illumina	40674414	6779300446	83.28	2807114	2.807114	3.918615347	608.8103298	9.63E-08	8.98E-08
AG-538-L21	TARA_124_sur5_b	100	0.349866798	0.00451719	8	1205	illumina	41680948	6945772056	83.28	2807114	2.807114	2.84990207	429.2664993	6.84E-08	6.18E-08
AG-538-L21	TARA_125_eml140	100	1.064960411	0.142249076	365	51091	illumina	94488148	16096648777	83.28	2807114	2.807114	130.026782	18200.54333	1.38E-06	1.13E-06
AG-538-L21	TARA_125_sur5_a	100	0.329971628	0.004203355	4	688	illumina	36090695	6100543349	83.28	2807114	2.807114	1.424951035	245.091578	3.95E-08	4.02E-08
AG-538-L21	TARA_125_sur5_b	100	0.244296139	0.003201335	11	1846	illumina	36741196	6209411198	83.28	2807114	2.807114	3.918615347	657.6149027	1.07E-07	1.06E-07
AG-538-L21	TARA_132_meso550	100	86.79384472	4.267575914	61071	9678410	illumina	180517690	29064245644	83.28	2807114	2.807114	21755.79617	3447815.087	0.000120519	0.000118627
AG-538-L21	TARA_133_dcm45	100	1.234766363	0.062006912	72	11218	illumina	156572539	25951485598	83.28	2807114	2.807114	25.64911863	3996.275178	1.64E-07	1.54E-07
AG-538-L21	TARA_137_dcm40	100	1.129386282	0.138203419	337	52419	illumina	45019438	7523392765	83.28	2807114	2.807114	120.0521247	18673.62708	2.67E-06	2.48E-06
AG-538-L21	TARA_137_meso375_a	100	12.83222951	0.199806827	2704	413455	illumina	47579735	7410374949	83.28	2807114	2.807114	963.2668997	147288.2826	2.02E-05	1.99E-05
AG-538-L21	TARA_137_meso375_b	100	13.12427468	0.19531453	2745	421945	illumina	47614661	7416505024	83.28	2807114	2.807114	977.8726479	150312.7411	2.05E-05	2.03E-05
AG-538-L21	TARA_138_dcm60	100	1.029448944	0.147156799	42	6401	illumina	94451012	16526127236	83.28	2807114	2.807114	14.96198587	2280.277894	1.58E-07	1.38E-07
AG-538-L21	TARA_138_meso450_a	100	14.01878783	0.222430937	2816	466134	illumina	37434280	6335980996	83.28	2807114	2.807114	1003.165529	166054.5315	2.68E-05	2.62E-05
AG-538-L21	TARA_138_meso450_b	100	14.81227516	0.234183842	2945	488080	illumina	37494866	6346350809	83.28	2807114	2.807114	1049.1202	173872.5253	2.80E-05	2.74E-05
AG-538-L21	TARA_138_sur5	100	0.137918162	0.001368826	1	132	illumina	148956548	24515620092	83.28	2807114	2.807114	0.356237759	47.02338416	2.39E-09	1.92E-09
AG-538-L21	TARA_142_dcm125	100	0.41062026	0.027920471	2	292	illumina	129702398	22128603162	83.28	2807114	2.807114	0.712475518	104.0214256	5.49E-09	4.70E-09
AG-538-L21	TARA_142_meso640	100	89.37835674	4.386043792	65906	11106626	illumina	137572626	23399274428	83.28	2807114	2.807114	23478.20573	3956599.554	0.00017066	0.000169091
AG-538-L21	TARA_145_meso590	100	80.59208733	3.713431414	54194	8835904	illumina	145458355	24282809910	83.28	2807114	2.807114	19305.9491	3147682.638	0.000132725	0.000129626
AG-538-L21	TARA_145_sur5	100	0.95907377	0.089267433	227	32275	illumina	101098116	17443667348	83.28	2807114	2.807114	80.86597124	11497.57366	8.00E-07	6.59E-07
AG-538-L21	TARA_146_sur5	100	0.657290682	0.055588511	75	10142	illumina	149650203	25075871701	83.28	2807114	2.807114	26.71783191	3612.96335	1.79E-07	1.44E-07
AG-538-L21	TARA_148b_meso250	100	1.047118635	0.176191906	366	51827	illumina	139942627	23450798350	83.28	2807114	2.807114	130.3830197	18462.73432	9.32E-07	7.87E-07
AG-538-L21	TARA_149_meso740	100	83.10655153	3.09426483	40719	6612815	illumina	168362039	27617845794	83.28	2807114	2.807114	14505.6453	2355734.395	8.62E-05	8.53E-05
AG-538-L21	TARA_152_meso800	100	83.7229896	2.865739997	38511	6477286	illumina	146744865	24917975360	83.28	2807114	2.807114	13719.07233	2307453.848	9.35E-05	9.26E-05
AG-538-L21	TARA_152_sur5	100	0.493253847	0.060612499	40	5457	illumina	109702890	18911511744	83.28	2807114	2.807114	14.24951035	1943.98945	1.30E-07	1.03E-07
Nitrobacter_winogradski	TARA_037_meso600	100	0.065841821	0.001530235	46	5206	illumina	138119151	22754587258	99.8	3402092	3.402092	13.52109232	1530.234926	9.79E-08	6.72E-08
Nitrobacter_winogradski	TARA_038_dcm25	100	0.012580491	0.000156962	4	534	illumina	141302282	23950322584	99.8	3402092	3.402092	1.175747158	156.9622456	8.32E-09	6.55E-09
Nitrobacter_winogradski	TARA_038_meso340	100	0.019105886	0.000253961	8	864	illumina	48385424	8135002325	99.8	3402092	3.402092	2.351494316	253.9613861	4.86E-08	3.12E-08
Nitrobacter_winogradski	TARA_038_sur5	100	0.004144508	4.12E-05	1	140	illumina	82081994	13385266487	99.8	3402092	3.402092	0.293936789	41.15115053	3.58E-09	3.07E-09
Nitrobacter_winogradski	TARA_039_dcm25	100	0.020428601	0.000203992	4	694	illumina	111717200	19513424647	99.8	3402092	3.402092	1.175747158	203.9921319	1.05E-08	1.05E-08
Nitrobacter_winogradski	TARA_039_meso270	100	0.037094812	0.000646955	20	2201	illumina	75320999	12548073144	99.8	3402092	3.402092	5.87873579	646.9548736	7.80E-08	5.16E-08
Nitrobacter_winogradski	TARA_056_meso480	100	0.044560804	0.000479117	13	1630	illumina	7843247	1344874326	99.8	3402092	3.402092	3.821178263	479.1169669	4.87E-07	3.56E-07
Nitrobacter_winogradski	TARA_056_sur5	100	0.038799645	0.000429736	11	1462	illumina	152687351	23444662018	99.8	3402092	3.402092	3.233304684	429.7355862	2.12E-08	1.83E-08
Nitrobacter_winogradski	TARA_064_dcm65	100	0.014961378	0.000278064	6	946	illumina	55540498	9333215406	99.8	3402092	3.402092	1.763620737	278.0642028	3.18E-08	2.98E-08
Nitrobacter_winogradski	TARA_064_meso1000	100	0.064283957	0.000884456	22	3009	illumina	53130556	8833433215	99.8	3402092	3.402092	6.466609369	884.4557995	1.22E-07	1.00E-07
Nitrobacter_winogradski	TARA_064_sur5	100	0.012874428	0.00012845	4	437	illumina	180390803	29737694236	99.8	3402092	3.402092	1.175747158	128.450377	6.52E-09	4.32E-09
Nitrobacter_winogradski	TARA_065_dcm30	100	0.045589583	0.000572589	16	1948	illumina	116376549	17034924575	99.8	3402092	3.402092	4.702988632	572.5888659	4.04E-08	3.36E-08
Nitrobacter_winogradski	TARA_065_meso850	100	0.133329689	0.004541323	117	15450	illumina	155155053	25486549814	99.8	3402092	3.402092	34.39060437	4541.323397	2.22E-07	1.78E-07
Nitrobacter_winogradski	TARA_065_sur5	0	0	0	0	0	illumina	54078421	9129901435	99.8	3402092	3.402092	0	0	0	0
Nitrobacter_winogradski	TARA_068_dcm50	0	0	0	0	0	illumina	31643656	5296515678	99.8	3402092	3.402092	0	0	0	0
Nitrobacter_winogradski	TARA_068_meso700	100	0.084301046	0.002368249	55	8057	illumina	142556679	23108080669	99.8	3402092	3.402092	16.16652342	2368.248713	1.13E-07	1.02E-07
Nitrobacter_winogradski	TARA_068_sur5	100	0.002998154	2.97E-05	1	101	illumina	36575555	6041514521	99.8	3402092	3.402092	0.293936789	29.68761574	8.04E-09	4.91E-09
Nitrobacter_winogradski	TARA_070_meso800	100	0.085359219	0.001607246	36	5468	illumina	93983693	15695870172	99.8	3402092	3.402092	10.58172442	1607.246365	1.13E-07	1.02E-07
Nitrobacter_winogradski	TARA_070_sur5	100	0.017342265	0.000173129	4	589	illumina	47683276	7832023665	99.8	3402092	3.402092	1.175747158	173.128769	2.47E-08	2.21E-08
Nitrobacter_winogradski	TARA_072_dcm100	100	0.042679609	0.000524383	13	1784	illumina	44872083	7471788986	99.8	3402092	3.402092	3.821178263	524.3832324	8.52E-08	7.02E-08
Nitrobacter_winogradski	TARA_072_meso800	100	0.053437693	0.000888571	21	3023	illumina	79019269	13213103814	99.8	3402092	3.402092	6.172672579	888.5709146	7.81E-08	6.72E-08
Nitrobacter_winogradski	TARA_072_sur5	100	0.060286418	0.001210432	27	4118	illumina	145316423	24299611193	99.8	3402092	3.402092	7.936293316	1210.431699	5.46E-08	4.98E-08
Nitrobacter_winogradski	TARA_076_dcm150	100	0.109373847	0.002625737	66	8933	illumina	134347028	21691680098	99.8	3402092	3.402092	19.39982811	2625.73734	1.44E-07	1.21E-07
Nitrobacter_winogradski	TARA_076_meso800	100	0.156521294	0.003641289	95	12389	illumina	158117154	26146280939	99.8	3402092	3.402092	27.923995	3641.582885	1.77E-07	1.39E-07
Nitrobacter_winogradski	TARA_076_sur5	100	0.050998018	0.001003206	24	3413	illumina	120202409	20779090899	99.8	3402092	3.402092	7.054482948	1003.206262	5.87E-08	4.83E-08
Nitrobacter_winogradski	TARA_078_dcm30	100	0.088327979	0.00190765	44	6490	illumina	119191753	19936478597	99.8	3402092	3.402092	12.93321874	1907.649764	1.09E-07	9.57E-08
Nitrobacter_winogradski	TARA_078_meso800	100	0.090091599	0.001740694	47	5922	illumina	112306318	18704213213	99.8	3402092	3.402092	13.81502911	1740.693667	1.23E-07	9.31E-08
Nitrobacter_winogradski	TARA_078_sur5	100	0.017489234	0.00021428	5	729	illumina	108109233	18314683605	99.8	3402092	3.402092	1.469683947	214.2799195	1.36E-08	1.17E-08
Nitrobacter_winogradski	TARA_085_dcm90	100	0.021369198	0.000257489	6	876	illumina	137365648	22760974137	99.8	3402092	3.402092	1.763620737	257.4886276	1.28E-08	1.13E-08
Nitrobacter_winogradski	TARA_085_meso790	100	0.050321964	0.000518798	12	1765	illumina	53916241	9042728173	99.8	3402092	3.402092	3.527241474	518.7984334	6.54E-08	5.74E-08
Nitrobacter_winogradski	TARA_085_sur5	100	0.008965069	8.94E-05	2	304	illumina	135557491	22075354517	99.8	3402092	3.402092	0.587873579	89.356784	4.34E-09	4.05E-09
Nitrobacter_winogradski	TARA_098_dcm188	0	0	0	0	0	illumina	80654027	12718401274	99.8	3402092	3.402092	0	0	0	0
Nitrobacter_winogradski	TARA_098_meso488	100	0.038152984	0.000705448	20	2400	illumina	130074900	22116614177	99.8	3402092	3.402092	5.87873579	705.4482948	4.52E-08	3.19E-08
Nitrobacter_winogradski	TARA_098_sur5	100	0.051086199	0.000725436	16	2468	illumina	58754158	9878421999	99.8	3402092	3.402092	4.702988632	725.4359964	8.00E-08	7.34E-08
Nitrobacter_winogradski	TARA_100_dcm50	100	0.098850913	0.001918819	51	6528	illumina	97721533	16791532790	99.8	3402092	3.402092	14.99077626	1918.819362	1.53E-07	1.14E-07
Nitrobacter_winogradski	TARA_100_meso177	100	0.030128512	0.000518504	14	1764	illumina	102820276	16954852299	99.8	3402092	3.402092	4.115115053	518.5044966	4.00E-08	3.06E-08
Nitrobacter_winogradski	TARA_100_sur5	100	0.035772097	0.000420036	11	1429	illumina	80127198	13462086673	99.8	3402092	3.402092	3.233304684	420.0356722	4.04E-08	3.12E-08
Nitrobacter_winogradski	TARA_102_dcm40	100	0.036389364	0.0003636	9	1237	illumina	107258179	18294105975	99.8	3402092	3.402092	2.645431105	363.5998086	2.47E-08	1.99E-08
Nitrobacter_winogradski	TARA_102_meso480	100	0.019811334	0.000259546	8	883	illumina	43477634	7205571441	99.8	3402092	3.402092	2.351494316	259.5461851	5.41E-08	3.60E-08
Nitrobacter_winogradski	TARA_102_sur5	100	0.008024472	8.00E-05	2	272	illumina	38887246	6713889375	99.8	3402092	3.402092	0.587873579	79.95080674	1.51E-08	1.19E-08
Nitrobacter_winogradski	TARA_109_dcm30	100	0.008200834	8.17E-05	2	278	illumina	61935894	10500244075	99.8	3402092	3.402092	0.587873579	81.71442748	9.49E-09	7.78E-09
Nitrobacter_winogradski	TARA_109_meso380	100	0.045530795	0.000809796	20	2755	illumina	99309480	16993100177	99.8	3402092	3.402092	5.87873579	809.795855	5.92E-08	4.77E-08
Nitrobacter_winogradski	TARA_109_sur5	100	0.031363046	0.000409454	11	1393	illumina	132166824	22552517702	99.8	3402092	3.402092	3.233304684	409.4539477	2.45E-08	1.82E-08
Nitrobacter_winogradski	TARA_110_dcm50	100	0.009876273	9.85E-05	2	335	illumina	18372038	3073513779	99.8	3402092	3.402092	0.587873579	98.46882448	3.20E-08	3.20E-08
Nitrobacter_winogradski	TARA_110_meso380	100	0.053761023	0.001294498	33	4404	illumina	173735893	28577987883	99.8	3402092	3.402092	9.699914053	1294.497621	5.58E-08	4.53E-08
Nitrobacter_winogradski	TARA_110_sur5	100	0.046236243	0.000591107	15	2011	illumina	148566602	24357936696	99.8	3402092	3.402092	4.409051842	591.1068836	2.97E-08	2.43E-08
Nitrobacter_winogradski	TARA_111_dcm90	0	0	0	0	0	illumina	27250868	4601869512	99.8	3402092	3.402092	0	0	0	0
Nitrobacter_winogradski	TARA_111_sur5	100	0.052261946	0.000781284	18	2658	illumina	171989566	27809439741	99.8	3402092	3.402092	5.290862211	781.2839864	3.08E-08	2.81E-08
Nitrobacter_winogradski	TARA_112_dcm155	100	0.015784401	0.000274537	7	934	illumina	166203379	27843604685	99.8	3402092	3.402092	2.057557526	274.5369614	1.24E-08	9.86E-09
Nitrobacter_winogradski	TARA_112_meso696	100	0.084359834	0.001711888	49	5824	illumina	78872644	13436760795	99.8	3402092	3.402092	14.40290268	1711.887862	1.83E-07	1.27E-07
Nitrobacter_winogradski	TARA_112_sur5	100	0.05405496	0.001155759	34	3932	illumina	176654942	28914336851	99.8	3402092	3.402092	9.993850842	1155.759456	5.66E-08	4.00E-08
Nitrobacter_winogradski	TARA_122_dcm115	100	0.024132203	0.00039946	12	1359	illumina	120646849	20609375649	99.8	3402092	3.402092	3.527241474	399.4600969	2.92E-08	1.94E-08
Nitrobacter_winogradski	TARA_122_meso600a	100	0.089650694	0.001595489	43	5429	illumina	36981575	6358511239	99.8	3402092	3.402092	12.63928195	1595.78283	3.42E-07	2.51E-07
Nitrobacter_winogradski	TARA_122_meso600b	100	0.078569281	0.001491435	40	5074	illumina	37639227	6469731487	99.8	3402092	3.402092	11.75747158	1491.43527	3.12E-07	2.31E-07
Nitrobacter_winogradski	TARA_122_sur5	100	0.063872446	0.000778932	18	2650	illumina	128494301	21643581950	99.8	3402092	3.402092	5.290862211	778.9324921	4.12E-08	3.60E-08
Nitrobacter_winogradski	TARA_123_eml150	100	0.021633741	0.000345964	9	1177	illumina	43387655	7166771202	99.8	3402092	3.402092	2.645431105	345.9636012	6.10E-08	4.83E-08
Nitrobacter_winogradski	TARA_123_sur5	100	0.085182857	0.001253053	32	4263	illumina	103616193	17840247397	99.8	3402092	3.402092	9.405977263	1253.052534	9.08E-08	7.02E-08
Nitrobacter_winogradski	TARA_124_eml120_a	100	0.010140816	0.000101114	3	344	illumina	24335804	3937540501	99.8	3402092	3.402092	0.881810368	101.1142556	3.62E-08	2.57E-08
Nitrobacter_winogradski	TARA_124_eml120_b	100	0.033214847	0.000331855	8	1129	illumina	45076922	7293133964	99.8	3402092	3.402092	2.351494316	331.8546353	5.22E-08	4.55E-08
Nitrobacter_winogradski	TARA_124_sur5_a	100	0.031921526	0.00053085	12	1806	illumina	40674414	6779300446	99.8	3402092	3.402092	3.527241474	530.8498418	8.67E-08	7.83E-08
Nitrobacter_winogradski	TARA_124_sur5_b	100	0.023720692	0.000236913	6	806	illumina	41680948	6945772056	99.8	3402092	3.402092	1.763620737	236.9130523	4.23E-08	3.41E-08
Nitrobacter_winogradski	TARA_125_eml140	100	0.053584661	0.000831547	20	2829	illumina	94488148	16096648777	99.8	3402092	3.402092	5.87873579	831.5471774	6.22E-08	5.17E-08
Nitrobacter_winogradski	TARA_125_sur5_a	100	0.026013398	0.000290116	7	987	illumina	36090695	6100543349	99.8	3402092	3.402092	2.057557526	290.1156112	5.70E-08	4.76E-08
Nitrobacter_winogradski	TARA_125_sur5_b	100	0.026454303	0.000318921	7	1085	illumina	36741196	6209411198	99.8	3402092	3.402092	2.057557526	318.9214166	5.60E-08	5.14E-08
Nitrobacter_winogradski	TARA_132_meso550	100	0.116340147	0.002097239	57	7135	illumina	180517690	29064245644	99.8	3402092	3.402092	16.754397	2097.238993	9.28E-08	7.22E-08
Nitrobacter_winogradski	TARA_133_dcm45	100	0.062814273	0.000957352	22	3257	illumina	156572539	25951485598	99.8	3402092	3.402092	6.466609369	957.3521233	4.13E-08	3.69E-08
Nitrobacter_winogradski	TARA_137_dcm40	100	0.022868275	0.00031804	9	1082	illumina	45019438	7523392765	99.8	3402092	3.402092	2.645431105	318.0396062	5.88E-08	4.23E-08
Nitrobacter_winogradski	TARA_137_meso375_a	100	0.044325655	0.000572589	15	1948	illumina	47579735	7410374949	99.8	3402092	3.402092	4.409051842	572.5888659	9.27E-08	7.73E-08
Nitrobacter_winogradski	TARA_137_meso375_b	100	0.039828423	0.000564359	15	1920	illumina	47614661	7416505024	99.8	3402092	3.402092	4.409051842	564.3586358	9.26E-08	7.61E-08
Nitrobacter_winogradski	TARA_138_dcm60	100	0.009817486	9.79E-05	3	333	illumina	94451012	16526127236	99.8	3402092	3.402092	0.881810368	97.8809509	9.34E-09	5.92E-09
Nitrobacter_winogradski	TARA_138_meso450_a	100	0.054231322	0.000571707	16	1945	illumina	37434280	6335980996	99.8	3402092	3.402092	4.702988632	571.7070555	1.26E-07	9.02E-08
Nitrobacter_winogradski	TARA_138_meso450_b	100	0.031686377	0.000405339	12	1379	illumina	37494866	6346350809	99.8	3402092	3.402092	3.527241474	405.3388327	9.41E-08	6.39E-08
Nitrobacter_winogradski	TARA_138_sur5	100	0.131683643	0.003156881	76	10740	illumina	148956548	24515620092	99.8	3402092	3.402092	22.339196	3156.881119	1.50E-07	1.29E-07
Nitrobacter_winogradski	TARA_142_dcm125	100	0.100879076	0.002067845	55	7035	illumina	129702398	22128603162	99.8	3402092	3.402092	16.16652342	2067.845314	1.25E-07	9.34E-08
Nitrobacter_winogradski	TARA_142_meso640	100	0.124981886	0.003147475	84	10708	illumina	137572626	23399274428	99.8	3402092	3.402092	24.69069032	3147.475142	1.79E-07	1.35E-07
Nitrobacter_winogradski	TARA_145_meso590	100	0.092619455	0.003967265	104	13497	illumina	145458355	24282809910	99.8	3402092	3.402092	30.56942611	3967.264848	2.10E-07	1.63E-07
Nitrobacter_winogradski	TARA_145_sur5	100	0.002998154	2.97E-05	1	101	illumina	101098116	17443667348	99.8	3402092	3.402092	0.293936789	29.68761574	2.91E-09	1.70E-09
Nitrobacter_winogradski	TARA_146_sur5	100	0.041739012	0.000673703	17	2292	illumina	149650203	25075871701	99.8	3402092	3.402092	4.996925421	673.7031215	3.34E-08	2.69E-08
Nitrobacter_winogradski	TARA_148b_meso250	100	0.060609748	0.001468802	41	4997	illumina	139942627	23450798350	99.8	3402092	3.402092	12.05140837	1468.802137	8.61E-08	6.26E-08
Nitrobacter_winogradski	TARA_149_meso740	100	0.085947092	0.004385831	121	14921	illumina	168362039	27617845794	99.8	3402092	3.402092	35.56635153	4385.830836	2.11E-07	1.59E-07
Nitrobacter_winogradski	TARA_152_meso800	100	0.069721786	0.002941425	81	10007	illumina	146744865	24917975360	99.8	3402092	3.402092	23.80887995	2941.425452	1.62E-07	1.18E-07
Nitrobacter_winogradski	TARA_152_sur5	100	0.023632511	0.000236031	7	803	illumina	109702890	18911511744	99.8	3402092	3.402092	2.057557526	236.031242	1.88E-08	1.25E-08
Nitrococcus_mobilis	TARA_037_meso600	100	0.010792388	0.053092368	4	491	illumina	138119151	22754587258	97.24	3623681	3.623681	1.103849925	135.4975783	7.99E-09	5.95E-09
Nitrococcus_mobilis	TARA_038_dcm25	100	0.007582345	0.056497794	3	379	illumina	141302282	23950322584	97.24	3623681	3.623681	0.827887444	104.5897804	5.86E-09	4.37E-09
Nitrococcus_mobilis	TARA_038_meso340	100	0.002934503	2.91E-05	1	105	illumina	48385424	8135002325	97.24	3623681	3.623681	0.275962481	28.97606053	5.70E-09	3.56E-09
Nitrococcus_mobilis	TARA_038_sur5	100	0.005866632	0.034238361	2	210	illumina	82081994	13385266487	97.24	3623681	3.623681	0.551924962	57.95212106	6.72E-09	4.33E-09
Nitrococcus_mobilis	TARA_039_dcm25	100	0.011567226	0.222851436	8	1076	illumina	111717200	19513424647	97.24	3623681	3.623681	2.20769985	296.9356298	1.98E-08	1.52E-08
Nitrococcus_mobilis	TARA_039_meso270	100	0.002823767	2.80E-05	1	101	illumina	75320999	12548073144	97.24	3623681	3.623681	0.275962481	27.87221061	3.66E-09	2.22E-09
Nitrococcus_mobilis	TARA_056_meso480	0	0	0	0	0	illumina	7843247	1344874326	97.24	3623681	3.623681	0	0	0	0
Nitrococcus_mobilis	TARA_056_sur5	100	0.003211343	0.000350756	12	1267	illumina	152687351	23444662018	97.24	3623681	3.623681	3.311549775	349.6444637	2.17E-08	1.49E-08
Nitrococcus_mobilis	TARA_064_dcm65	100	0.006145846	0.000406401	14	1468	illumina	55540498	9333215406	97.24	3623681	3.623681	3.863474737	405.1129225	6.96E-08	4.34E-08
Nitrococcus_mobilis	TARA_064_meso1000	100	0.003045239	8.78E-05	3	317	illumina	53130556	8833433215	97.24	3623681	3.623681	0.827887444	87.48010655	1.56E-08	9.90E-09
Nitrococcus_mobilis	TARA_064_sur5	100	0.009384873	0.000385084	13	1391	illumina	180390803	29737694236	97.24	3623681	3.623681	3.587512256	383.8638114	1.99E-08	1.29E-08
Nitrococcus_mobilis	TARA_065_dcm30	100	0.007555188	0.064942851	20	2184	illumina	116376549	17034924575	97.24	3623681	3.623681	5.519249625	602.702059	4.74E-08	3.54E-08
Nitrococcus_mobilis	TARA_065_meso850	100	0.010681697	0.054903049	11	1215	illumina	155155053	25486549814	97.24	3623681	3.623681	3.035587294	335.2944147	1.96E-08	1.32E-08
Nitrococcus_mobilis	TARA_065_sur5	100	0.002989871	8.75E-05	3	316	illumina	54078421	9129901435	97.24	3623681	3.623681	0.827887444	87.20414407	1.53E-08	9.55E-09
Nitrococcus_mobilis	TARA_068_dcm50	100	0.009606345	0.000230608	8	833	illumina	31643656	5296515678	97.24	3623681	3.623681	2.20769985	229.8767469	6.98E-08	4.34E-08
Nitrococcus_mobilis	TARA_068_meso700	100	0.003100607	0.000321688	11	1162	illumina	142556679	23108080669	97.24	3623681	3.623681	3.035587294	320.6684032	2.13E-08	1.39E-08
Nitrococcus_mobilis	TARA_068_sur5	100	0.00589669	0.000201816	7	731	illumina	36575555	6041514521	97.24	3623681	3.623681	1.931737369	201.7285738	5.28E-08	3.34E-08
Nitrococcus_mobilis	TARA_070_meso800	100	0.007668465	0.001457286	49	5268	illumina	93983693	15695870172	97.24	3623681	3.623681	13.52216158	1453.770351	1.44E-07	9.26E-08
Nitrococcus_mobilis	TARA_070_sur5	100	0.003100607	0.000258015	9	932	illumina	47683276	7832023665	97.24	3623681	3.623681	2.483662331	257.1970325	5.21E-08	3.28E-08
Nitrococcus_mobilis	TARA_072_dcm100	100	0.00603511	0.000177178	6	640	illumina	44872083	7471788986	97.24	3623681	3.623681	1.655774887	176.615988	3.69E-08	2.36E-08
Nitrococcus_mobilis	TARA_072_meso800	100	0.017496282	0.000320027	9	1156	illumina	79019269	13213103814	97.24	3623681	3.623681	2.483662331	319.0126283	3.14E-08	2.41E-08
Nitrococcus_mobilis	TARA_072_sur5	100	0.006090478	0.000269365	9	975	illumina	145316423	24299611193	97.24	3623681	3.623681	2.483662331	269.0634192	1.71E-08	1.11E-08
Nitrococcus_mobilis	TARA_076_dcm150	100	0.02020055	0.10539163	44	5142	illumina	134347028	21691680098	97.24	3623681	3.623681	12.14234917	1418.999079	9.04E-08	6.54E-08
Nitrococcus_mobilis	TARA_076_meso800	100	0.007779201	0.000421074	14	1521	illumina	158117154	26146280939	97.24	3623681	3.623681	3.863474737	419.738934	2.44E-08	1.61E-08
Nitrococcus_mobilis	TARA_076_sur5	100	0.00603511	0.000525165	18	1897	illumina	120202409	20779090899	97.24	3623681	3.623681	4.967324662	523.5008269	4.13E-08	2.52E-08
Nitrococcus_mobilis	TARA_078_dcm30	100	0.007613097	0.000432978	14	1564	illumina	119191753	19936478597	97.24	3623681	3.623681	3.863474737	431.6053207	3.24E-08	2.16E-08
Nitrococcus_mobilis	TARA_078_meso800	100	0.00603511	0.000173025	6	625	illumina	112306318	18704213213	97.24	3623681	3.623681	1.655774887	172.4765508	1.47E-08	9.22E-09
Nitrococcus_mobilis	TARA_078_sur5	100	0.009104348	0.074296674	28	2923	illumina	108109233	18314683605	97.24	3623681	3.623681	7.726949475	806.6383327	7.15E-08	4.40E-08
Nitrococcus_mobilis	TARA_085_dcm90	100	0.006062794	0.000607941	21	2196	illumina	137365648	22760974137	97.24	3623681	3.623681	5.795212106	606.0136088	4.22E-08	2.66E-08
Nitrococcus_mobilis	TARA_085_meso790	100	0.006782578	0.000242512	8	876	illumina	53916241	9042728173	97.24	3623681	3.623681	2.20769985	241.7431336	4.09E-08	2.67E-08
Nitrococcus_mobilis	TARA_085_sur5	100	0.006145846	0.000708987	24	2563	illumina	135557491	22075354517	97.24	3623681	3.623681	6.62309955	707.2918394	4.89E-08	3.20E-08
Nitrococcus_mobilis	TARA_098_dcm188	100	0.014632561	0.068804069	6	728	illumina	80654027	12718401274	97.24	3623681	3.623681	1.655774887	200.9006863	2.05E-08	1.58E-08
Nitrococcus_mobilis	TARA_098_meso488	100	0.007945305	0.000184929	6	668	illumina	130074900	22116614177	97.24	3623681	3.623681	1.655774887	184.3429375	1.27E-08	8.34E-09
